accession	variant	length	category	description
QGJ03454.1	NDM-1	270	Biological_protein	QGJ03454.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas sp.]
QGJ03455.1	NDM-1	270	Biological_protein	QGJ03455.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas sp.]
QGJ03456.1	NDM-1	270	Biological_protein	QGJ03456.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter sp.]
QGJ03457.1	NDM-1	270	Biological_protein	QGJ03457.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter sp.]
QGJ03534.1	NDM-1	270	Biological_protein	QGJ03534.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter sp.]
QGJ03560.1	NDM-1	270	Biological_protein	QGJ03560.1 subclass B1 metallo-beta-lactamase NDM-1 [Stenotrophomonas sp.]
QGJ03561.1	NDM-1	270	Biological_protein	QGJ03561.1 subclass B1 metallo-beta-lactamase NDM-1 [Enterococcus sp.]
QGJ33014.1	NDM-1	270	Biological_protein	QGJ33014.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
QGJ84186.1	NDM-1	270	Plasmid_associated	QGJ84186.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QGJ84190.1	NDM-1	270	Plasmid_associated	QGJ84190.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QGJ84194.1	NDM-1	270	Plasmid_associated	QGJ84194.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QGJ84213.1	NDM-1	270	Biological_protein	QGJ84213.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Providencia stuartii]
QGJ84214.1	NDM-1	270	Biological_protein	QGJ84214.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Providencia stuartii]
QGJ84215.1	NDM-1	270	Biological_protein	QGJ84215.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Providencia stuartii]
QGJ84216.1	NDM-1	270	Biological_protein	QGJ84216.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Providencia stuartii]
QGJ84217.1	NDM-1	270	Biological_protein	QGJ84217.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Providencia stuartii]
QGJ84218.1	NDM-1	270	Biological_protein	QGJ84218.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Providencia stuartii]
QGJ84219.1	NDM-1	270	Biological_protein	QGJ84219.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Providencia stuartii]
QGJ84220.1	NDM-1	270	Biological_protein	QGJ84220.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Providencia stuartii]
QGJ84221.1	NDM-1	270	Biological_protein	QGJ84221.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Providencia stuartii]
QGJ84222.1	NDM-1	270	Biological_protein	QGJ84222.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Providencia stuartii]
QGJ84223.1	NDM-1	270	Biological_protein	QGJ84223.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Providencia stuartii]
QGM26238.1	NDM-1	270	Plasmid_associated	QGM26238.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter towneri]
QGN45352.1	NDM-1	270	Plasmid_associated	QGN45352.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter cloacae]
QGR15252.1	NDM-1	270	Plasmid_associated	QGR15252.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
QGW61856.1	NDM-1	270	Biological_protein	QGW61856.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
QGW61884.1	NDM-1	270	Plasmid_associated	QGW61884.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QGW61886.1	NDM-1	270	Plasmid_associated	QGW61886.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QGW61888.1	NDM-1	270	Plasmid_associated	QGW61888.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QGW61890.1	NDM-1	270	Plasmid_associated	QGW61890.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QGW61892.1	NDM-1	270	Plasmid_associated	QGW61892.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
CAA1294930.1	NDM-1	270	Precursor	CAA1294930.1 Beta-lactamase NDM-1 precursor [Klebsiella pneumoniae]
QHC80299.1	NDM-1	270	Plasmid_associated	QHC80299.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei subsp. hoffmannii]
QHE01343.1	NDM-1	270	Plasmid_associated	QHE01343.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
QHJ90453.1	NDM-1	270	Plasmid_associated	QHJ90453.1 NDM-1 beta-lactamase (plasmid) [Proteus mirabilis]
QHJ90586.1	NDM-1	270	Plasmid_associated	QHJ90586.1 NDM-1 (plasmid) [Klebsiella aerogenes]
QHP12695.1	NDM-1	270	Plasmid_associated	QHP12695.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QHP23601.1	NDM-1	270	Plasmid_associated	QHP23601.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QHU42850.1	NDM-1	270	Plasmid_associated	QHU42850.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QHU48434.1	NDM-1	270	Plasmid_associated	QHU48434.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QHU54280.1	NDM-1	270	Plasmid_associated	QHU54280.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QHU59754.1	NDM-1	270	Plasmid_associated	QHU59754.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QHU65434.1	NDM-1	270	Plasmid_associated	QHU65434.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QHU70849.1	NDM-1	270	Plasmid_associated	QHU70849.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QHU76387.1	NDM-1	270	Plasmid_associated	QHU76387.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QHW08780.1	NDM-1	270	Plasmid_associated	QHW08780.1 NDM-1 (plasmid) [Enterobacter hormaechei subsp. xiangfangensis]
QIC18026.1	NDM-1	270	Plasmid_associated	QIC18026.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Providencia vermicola]
QIC62673.1	NDM-1	270	Plasmid_associated	QIC62673.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter schindleri]
QIC65662.1	NDM-1	270	Plasmid_associated	QIC65662.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter schindleri]
QIC68767.1	NDM-1	270	Plasmid_associated	QIC68767.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter schindleri]
QIC74957.1	NDM-1	270	Plasmid_associated	QIC74957.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter indicus]
QIC77508.1	NDM-1	270	Plasmid_associated	QIC77508.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter indicus]
QIC80538.1	NDM-1	270	Plasmid_associated	QIC80538.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter indicus]
QIF50189.1	NDM-1	270	Biological_protein	QIF50189.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
QIF59353.1	NDM-1	270	Biological_protein	QIF59353.1 subclass B1 metallo-beta-lactamase NDM-1 [Providencia sp. PROV004]
QIF63366.1	NDM-1	270	Biological_protein	QIF63366.1 subclass B1 metallo-beta-lactamase NDM-1 [Providencia sp. PROV012]
QIF63369.1	NDM-1	270	Biological_protein	QIF63369.1 subclass B1 metallo-beta-lactamase NDM-1 [Providencia sp. PROV012]
QIF63375.1	NDM-1	270	Biological_protein	QIF63375.1 subclass B1 metallo-beta-lactamase NDM-1 [Providencia sp. PROV012]
QIF63381.1	NDM-1	270	Biological_protein	QIF63381.1 subclass B1 metallo-beta-lactamase NDM-1 [Providencia sp. PROV012]
QIF63387.1	NDM-1	270	Biological_protein	QIF63387.1 subclass B1 metallo-beta-lactamase NDM-1 [Providencia sp. PROV012]
QIF64044.1	NDM-1	270	Biological_protein	QIF64044.1 subclass B1 metallo-beta-lactamase NDM-1 [Providencia sp. PROV061]
QIF64049.1	NDM-1	270	Biological_protein	QIF64049.1 subclass B1 metallo-beta-lactamase NDM-1 [Providencia sp. PROV061]
QII36133.1	NDM-1	270	Plasmid_associated	QII36133.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella aerogenes]
QIM11779.1	NDM-1	270	Plasmid_associated	QIM11779.1 Metallo Beta Lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QIR53066.1	NDM-1	270	Plasmid_associated	QIR53066.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QIR58647.1	NDM-1	270	Plasmid_associated	QIR58647.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QIV52529.1	NDM-1	270	Plasmid_associated	QIV52529.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QJD56612.1	NDM-1	270	Biological_protein	QJD56612.1 subclass B1 metallo-beta-lactamase NDM-1 [Klebsiella pneumoniae]
QJD56627.1	NDM-1	270	Biological_protein	QJD56627.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56628.1	NDM-1	270	Biological_protein	QJD56628.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56629.1	NDM-1	270	Biological_protein	QJD56629.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56630.1	NDM-1	270	Biological_protein	QJD56630.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56631.1	NDM-1	270	Biological_protein	QJD56631.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56632.1	NDM-1	270	Biological_protein	QJD56632.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56633.1	NDM-1	270	Biological_protein	QJD56633.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56634.1	NDM-1	270	Biological_protein	QJD56634.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56635.1	NDM-1	270	Biological_protein	QJD56635.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56636.1	NDM-1	270	Biological_protein	QJD56636.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56637.1	NDM-1	270	Biological_protein	QJD56637.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56638.1	NDM-1	270	Biological_protein	QJD56638.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56639.1	NDM-1	270	Biological_protein	QJD56639.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56640.1	NDM-1	270	Biological_protein	QJD56640.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56641.1	NDM-1	270	Biological_protein	QJD56641.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56642.1	NDM-1	270	Biological_protein	QJD56642.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56643.1	NDM-1	270	Biological_protein	QJD56643.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56644.1	NDM-1	270	Biological_protein	QJD56644.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56645.1	NDM-1	270	Biological_protein	QJD56645.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56646.1	NDM-1	270	Biological_protein	QJD56646.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56647.1	NDM-1	270	Biological_protein	QJD56647.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56648.1	NDM-1	270	Biological_protein	QJD56648.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56649.1	NDM-1	270	Biological_protein	QJD56649.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56650.1	NDM-1	270	Biological_protein	QJD56650.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56651.1	NDM-1	270	Biological_protein	QJD56651.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56652.1	NDM-1	270	Biological_protein	QJD56652.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD56653.1	NDM-1	270	Biological_protein	QJD56653.1 subclass B1 metallo-beta-lactamase NDM-1, partial [Klebsiella pneumoniae]
QJD57067.1	NDM-1	270	Biological_protein	QJD57067.1 subclass B1 metallo-beta-lactamase NDM-1 [Escherichia coli]
QJG74345.1	NDM-1	270	Biological_protein	QJG74345.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
QJG82343.1	NDM-1	270	Plasmid_associated	QJG82343.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
QJG86178.1	NDM-1	270	Plasmid_associated	QJG86178.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
QJH03401.1	NDM-1	270	Biological_protein	QJH03401.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
QJH16350.1	NDM-1	270	Biological_protein	QJH16350.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
QJP39736.1	NDM-1	270	Plasmid_associated	QJP39736.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
pdb|6TWT|A	NDM-1	243	PDB_structure	pdb|6TWT|A Chain A, Metallo beta lactamase NDM-1
pdb|6TWT|B	NDM-1	243	PDB_structure	pdb|6TWT|B Chain B, Metallo beta lactamase NDM-1
QKD74810.1	NDM-1	270	Plasmid_associated	QKD74810.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Proteus terrae subsp. cibarius]
QKE17795.1	NDM-1	270	Plasmid_associated	QKE17795.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QKG43016.1	NDM-1	270	Plasmid_associated	QKG43016.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Proteus mirabilis]
QKG51162.1	NDM-1	270	Plasmid_associated	QKG51162.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Proteus mirabilis]
QKG47231.1	NDM-1	270	Plasmid_associated	QKG47231.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Providencia rettgeri]
QKG33567.1	NDM-1	270	Biological_protein	QKG33567.1 subclass B1 metallo-beta-lactamase NDM-1 [Pseudomonas aeruginosa]
QKN76273.1	NDM-1	270	Precursor	QKN76273.1 Beta-lactamase NDM-1 precursor (plasmid) [Escherichia coli]
BBO58696.1	NDM-1	270	Biological_protein	BBO58696.1 NDM-1 beta-lactamase [uncultured bacterium]
BCB22971.1	NDM-1	270	Biological_protein	BCB22971.1 NDM-1 beta-lactamase [uncultured bacterium]
BCB22972.1	NDM-1	270	Biological_protein	BCB22972.1 NDM-1 beta-lactamase [uncultured bacterium]
BCG50381.1	NDM-1	270	Biological_protein	BCG50381.1 class B beta-lactamase NDM-1 [Expression vector pUC57-Kan-blaNDM-1]
QKU52563.1	NDM-1	270	Precursor	QKU52563.1 Beta-lactamase NDM-1 precursor (plasmid) [Escherichia coli]
QKX84577.1	NDM-1	270	Plasmid_associated	QKX84577.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
QKY83003.1	NDM-1	270	Plasmid_associated	QKY83003.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QKY83088.1	NDM-1	270	Plasmid_associated	QKY83088.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QLA46110.1	NDM-1	270	Plasmid_associated	QLA46110.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
QLG04634.1	NDM-1	270	Plasmid_associated	QLG04634.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QLG04724.1	NDM-1	270	Plasmid_associated	QLG04724.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QLI34644.1	NDM-1	270	Biological_protein	QLI34644.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
QLI41761.1	NDM-1	270	Plasmid_associated	QLI41761.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
QLJ82366.1	NDM-1	270	Plasmid_associated	QLJ82366.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
QLQ67347.1	NDM-1	270	Plasmid_associated	QLQ67347.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QMW00072.1	NDM-1	270	Plasmid_associated	QMW00072.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
QMS84133.1	NDM-1	270	Plasmid_associated	QMS84133.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
pdb|6TGD|A	NDM-1	241	PDB_structure	pdb|6TGD|A Chain A, Metallo-beta-lactamase NDM-1
pdb|6TGD|B	NDM-1	241	PDB_structure	pdb|6TGD|B Chain B, Metallo-beta-lactamase NDM-1
QNN35451.1	NDM-1	270	Plasmid_associated	QNN35451.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Providencia rettgeri]
QNP14511.1	NDM-1	270	Plasmid_associated	QNP14511.1 metallo-beta-lactamase NDM-1 (plasmid) [Citrobacter freundii]
QNP33648.1	NDM-1	270	Biological_protein	QNP33648.1 subclass B1 metallo-beta-lactamase NDM-1 [Leclercia adecarboxylata]
QOC54042.1	NDM-1	270	Plasmid_associated	QOC54042.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QOC86743.1	NDM-1	270	Plasmid_associated	QOC86743.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QOD37791.1	NDM-1	270	Plasmid_associated	QOD37791.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
QOE89803.1	NDM-1	270	Plasmid_associated	QOE89803.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QOJ62362.1	NDM-1	270	Plasmid_associated	QOJ62362.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter baumannii]
QOR82586.1	NDM-1	270	Plasmid_associated	QOR82586.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QOU65153.1	NDM-1	270	Plasmid_associated	QOU65153.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QOW42313.1	NDM-1	270	Biological_protein	QOW42313.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter indicus]
QOW42324.1	NDM-1	270	Biological_protein	QOW42324.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter indicus]
QOW42334.1	NDM-1	270	Biological_protein	QOW42334.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter indicus]
QOX16107.1	NDM-1	270	Plasmid_associated	QOX16107.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QOX73525.1	NDM-1	270	Plasmid_associated	QOX73525.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
QPA13313.1	NDM-1	270	Plasmid_associated	QPA13313.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QPD68976.1	NDM-1	270	Plasmid_associated	QPD68976.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Enterobacter hormaechei]
QPI77432.1	NDM-1	270	Biological_protein	QPI77432.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
QPI77438.1	NDM-1	270	Biological_protein	QPI77438.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
QPI91418.1	NDM-1	270	Biological_protein	QPI91418.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
QPI91424.1	NDM-1	270	Biological_protein	QPI91424.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
QPI94837.1	NDM-1	270	Biological_protein	QPI94837.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
QPI99626.1	NDM-1	270	Biological_protein	QPI99626.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
QPI99632.1	NDM-1	270	Biological_protein	QPI99632.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
QPJ01660.1	NDM-1	270	Biological_protein	QPJ01660.1 subclass B1 metallo-beta-lactamase NDM-1 [Proteus mirabilis]
QPM49766.1	NDM-1	270	Plasmid_associated	QPM49766.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QPM65432.1	NDM-1	270	Plasmid_associated	QPM65432.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella pneumoniae]
QPN91547.1	NDM-1	270	Plasmid_associated	QPN91547.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Proteus vulgaris]
QPN99838.1	NDM-1	270	Biological_protein	QPN99838.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
QPO03346.1	NDM-1	270	Biological_protein	QPO03346.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter baumannii]
QPQ14064.1	NDM-1	270	Plasmid_associated	QPQ14064.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Klebsiella michiganensis]
QQC81794.1	NDM-1	270	Biological_protein	QQC81794.1 subclass B1 metallo-beta-lactamase NDM-1 [Acinetobacter bereziniae]
QQM37950.1	NDM-1	270	Plasmid_associated	QQM37950.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
QQM37961.1	NDM-1	270	Plasmid_associated	QQM37961.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Escherichia coli]
QQN41155.1	NDM-1	270	Plasmid_associated	QQN41155.1 subclass B1 metallo-beta-lactamase NDM-1 (plasmid) [Acinetobacter sp. CS-2]
QQO71546.1	NDM-1	270	Biological_protein	QQO71546.1 subclass B1 metallo-beta-lactamase NDM-1 [Morganella morganii]
QQO71551.1	NDM-1	270	Biological_protein	QQO71551.1 subclass B1 metallo-beta-lactamase NDM-1 [Morganella morganii]
QQO71556.1	NDM-1	270	Biological_protein	QQO71556.1 subclass B1 metallo-beta-lactamase NDM-1 [Morganella morganii]
QQO71561.1	NDM-1	270	Biological_protein	QQO71561.1 subclass B1 metallo-beta-lactamase NDM-1 [Morganella morganii]
QQO71566.1	NDM-1	270	Biological_protein	QQO71566.1 subclass B1 metallo-beta-lactamase NDM-1 [Morganella morganii]
QQO71571.1	NDM-1	270	Biological_protein	QQO71571.1 subclass B1 metallo-beta-lactamase NDM-1 [Morganella morganii]
QQO71576.1	NDM-1	270	Biological_protein	QQO71576.1 subclass B1 metallo-beta-lactamase NDM-1 [Morganella morganii]
QQO71581.1	NDM-1	270	Biological_protein	QQO71581.1 subclass B1 metallo-beta-lactamase NDM-1 [Morganella morganii]
QQO71586.1	NDM-1	270	Biological_protein	QQO71586.1 subclass B1 metallo-beta-lactamase NDM-1 [Morganella morganii]
